Gender,Age,Height_cm,Weight_kg,Body_Type,Goal,Daily_Calories,Protein_g,Carbs_g,Fats_g,Breakfast,Lunch,Dinner,Snacks
Female,18,185,85,Ectomorph,Lean Bulk,1885,136,235,52,Poha,Curd Rice,Vegetable Stir Fry,Protein Shake
Male,37,163,97,Endomorph,Fat Loss,2504,167,313,69,Poha,Chicken Curry with Rice,Grilled Chicken & Veggies,Roasted Chana
Male,34,162,57,Ectomorph,Fat Loss,2961,120,370,82,Poha,Curd Rice,Vegetable Stir Fry,Fruit Bowl
Female,22,166,56,Ectomorph,Fat Loss,2989,105,373,83,Vegetable Upma,Rajma Chawal,Grilled Chicken & Veggies,Roasted Chana
Male,36,189,54,Ectomorph,Maintenance,2795,101,349,77,Poha,Rajma Chawal,Vegetable Stir Fry,Roasted Chana
Female,38,177,60,Ectomorph,Maintenance,2304,124,288,64,Paneer Paratha,Rajma Chawal,Khichdi,Roasted Chana
Female,48,179,78,Mesomorph,Maintenance,2797,150,349,77,Oats with Milk,"Roti, Sabzi & Dal",Roti & Paneer Curry,Boiled Eggs
Male,52,162,66,Endomorph,Fat Loss,1956,134,244,54,Idli & Sambar,"Roti, Sabzi & Dal",Roti & Paneer Curry,Protein Shake
Female,55,163,52,Endomorph,Maintenance,2913,111,364,80,Poha,Curd Rice,Grilled Chicken & Veggies,Boiled Eggs
Female,32,187,96,Mesomorph,Lean Bulk,2751,182,343,76,Idli & Sambar,Curd Rice,Khichdi,Protein Shake
Male,33,189,93,Ectomorph,Fat Loss,2087,173,260,57,Oats with Milk,"Roti, Sabzi & Dal",Vegetable Stir Fry,Roasted Chana
Female,40,152,64,Mesomorph,Lean Bulk,1928,112,241,53,Oats with Milk,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Protein Shake
Female,42,180,79,Ectomorph,Lean Bulk,2463,131,307,68,Poha,Rajma Chawal,Khichdi,Protein Shake
Male,42,174,73,Endomorph,Fat Loss,1959,139,244,54,Paneer Paratha,Chicken Curry with Rice,Vegetable Stir Fry,Peanut Chaat
Female,40,181,100,Mesomorph,Fat Loss,1813,190,226,50,Oats with Milk,Curd Rice,Grilled Chicken & Veggies,Roasted Chana
Male,50,167,63,Ectomorph,Lean Bulk,2122,114,265,58,Idli & Sambar,Chicken Curry with Rice,Fish Curry with Rice,Boiled Eggs
Male,48,180,80,Ectomorph,Fat Loss,2130,159,266,59,Paneer Paratha,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Fruit Bowl
Male,54,187,60,Ectomorph,Fat Loss,2849,97,356,79,Poha,Chicken Curry with Rice,Roti & Paneer Curry,Roasted Chana
Female,29,183,75,Endomorph,Fat Loss,1838,159,229,51,Vegetable Upma,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Peanut Chaat
Female,48,160,64,Mesomorph,Fat Loss,2092,132,261,58,Oats with Milk,"Roti, Sabzi & Dal",Vegetable Stir Fry,Boiled Eggs
Male,39,179,88,Endomorph,Lean Bulk,2270,160,283,63,Oats with Milk,"Rice, Dal & Veg Curry",Roti & Paneer Curry,Roasted Chana
Female,27,188,56,Ectomorph,Maintenance,1879,119,234,52,Poha,"Roti, Sabzi & Dal",Roti & Paneer Curry,Fruit Bowl
Female,26,188,84,Ectomorph,Fat Loss,2683,160,335,74,Vegetable Upma,"Rice, Dal & Veg Curry",Vegetable Stir Fry,Peanut Chaat
Male,48,174,72,Endomorph,Fat Loss,2979,119,372,82,Oats with Milk,Rajma Chawal,Fish Curry with Rice,Roasted Chana
Male,36,188,84,Mesomorph,Maintenance,2187,134,273,60,Idli & Sambar,"Roti, Sabzi & Dal",Vegetable Stir Fry,Fruit Bowl
Male,42,163,94,Mesomorph,Maintenance,2541,156,317,70,Paneer Paratha,"Roti, Sabzi & Dal",Khichdi,Boiled Eggs
Female,54,173,89,Mesomorph,Fat Loss,2613,182,326,72,Paneer Paratha,"Roti, Sabzi & Dal",Vegetable Stir Fry,Peanut Chaat
Male,41,185,85,Mesomorph,Maintenance,2428,165,303,67,Paneer Paratha,Chicken Curry with Rice,Roti & Paneer Curry,Roasted Chana
Female,28,156,63,Endomorph,Maintenance,2493,131,311,69,Poha,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Peanut Chaat
Male,23,159,80,Endomorph,Maintenance,1980,131,247,55,Oats with Milk,Rajma Chawal,Roti & Paneer Curry,Protein Shake
Male,42,175,89,Endomorph,Fat Loss,2386,180,298,66,Poha,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Peanut Chaat
Female,18,162,92,Endomorph,Maintenance,2198,149,274,61,Poha,"Roti, Sabzi & Dal",Vegetable Stir Fry,Roasted Chana
Male,20,173,65,Endomorph,Lean Bulk,2122,107,265,58,Vegetable Upma,Curd Rice,Khichdi,Peanut Chaat
Female,55,162,83,Ectomorph,Fat Loss,1940,178,242,53,Poha,Rajma Chawal,Vegetable Stir Fry,Protein Shake
Female,40,167,64,Endomorph,Lean Bulk,2731,138,341,75,Poha,"Rice, Dal & Veg Curry",Khichdi,Roasted Chana
Female,50,156,85,Ectomorph,Fat Loss,2402,153,300,66,Idli & Sambar,"Roti, Sabzi & Dal",Khichdi,Protein Shake
Female,46,174,86,Mesomorph,Lean Bulk,2495,187,311,69,Paneer Paratha,Curd Rice,Vegetable Stir Fry,Fruit Bowl
Female,25,166,54,Mesomorph,Fat Loss,2251,108,281,62,Oats with Milk,Rajma Chawal,Fish Curry with Rice,Boiled Eggs
Male,34,165,68,Ectomorph,Maintenance,2500,111,312,69,Oats with Milk,Curd Rice,Khichdi,Boiled Eggs
Male,54,167,61,Endomorph,Fat Loss,2189,115,273,60,Oats with Milk,Chicken Curry with Rice,Grilled Chicken & Veggies,Boiled Eggs
Male,32,162,65,Endomorph,Maintenance,2119,134,264,58,Idli & Sambar,"Rice, Dal & Veg Curry",Fish Curry with Rice,Protein Shake
Male,52,152,80,Mesomorph,Fat Loss,2445,151,305,67,Poha,Rajma Chawal,Fish Curry with Rice,Roasted Chana
Female,43,164,98,Endomorph,Lean Bulk,1910,187,238,53,Paneer Paratha,Curd Rice,Vegetable Stir Fry,Fruit Bowl
Female,43,161,79,Ectomorph,Fat Loss,2861,148,357,79,Idli & Sambar,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Peanut Chaat
Male,38,173,89,Mesomorph,Lean Bulk,2923,156,365,81,Vegetable Upma,Curd Rice,Vegetable Stir Fry,Boiled Eggs
Female,29,181,77,Ectomorph,Maintenance,2562,140,320,71,Paneer Paratha,Rajma Chawal,Fish Curry with Rice,Roasted Chana
Male,54,164,56,Endomorph,Maintenance,2282,108,285,63,Paneer Paratha,Chicken Curry with Rice,Grilled Chicken & Veggies,Roasted Chana
Female,18,161,76,Mesomorph,Lean Bulk,2858,145,357,79,Vegetable Upma,Curd Rice,Khichdi,Boiled Eggs
Male,43,156,94,Ectomorph,Lean Bulk,2241,196,280,62,Paneer Paratha,"Rice, Dal & Veg Curry",Fish Curry with Rice,Boiled Eggs
Female,41,173,85,Endomorph,Maintenance,2504,137,313,69,Idli & Sambar,Rajma Chawal,Vegetable Stir Fry,Roasted Chana
Male,36,172,70,Endomorph,Fat Loss,2798,144,349,77,Paneer Paratha,"Rice, Dal & Veg Curry",Fish Curry with Rice,Protein Shake
Female,47,190,59,Ectomorph,Fat Loss,2490,109,311,69,Poha,"Roti, Sabzi & Dal",Fish Curry with Rice,Fruit Bowl
Male,28,171,64,Mesomorph,Maintenance,2396,129,299,66,Poha,Curd Rice,Khichdi,Peanut Chaat
Female,55,183,78,Mesomorph,Lean Bulk,2176,164,272,60,Oats with Milk,Chicken Curry with Rice,Khichdi,Fruit Bowl
Male,28,175,56,Ectomorph,Lean Bulk,2769,108,346,76,Idli & Sambar,Curd Rice,Vegetable Stir Fry,Fruit Bowl
Male,34,189,59,Ectomorph,Fat Loss,2598,105,324,72,Oats with Milk,Rajma Chawal,Fish Curry with Rice,Roasted Chana
Male,51,160,51,Ectomorph,Fat Loss,2530,107,316,70,Vegetable Upma,Curd Rice,Fish Curry with Rice,Protein Shake
Female,53,178,58,Endomorph,Fat Loss,2162,113,270,60,Paneer Paratha,"Roti, Sabzi & Dal",Fish Curry with Rice,Protein Shake
Female,40,180,84,Ectomorph,Lean Bulk,2704,149,338,75,Paneer Paratha,Rajma Chawal,Grilled Chicken & Veggies,Boiled Eggs
Male,18,183,98,Ectomorph,Maintenance,2387,184,298,66,Idli & Sambar,Curd Rice,Fish Curry with Rice,Boiled Eggs
Male,45,168,88,Ectomorph,Lean Bulk,2922,160,365,81,Paneer Paratha,"Roti, Sabzi & Dal",Fish Curry with Rice,Peanut Chaat
Male,28,174,74,Ectomorph,Maintenance,1962,137,245,54,Oats with Milk,"Roti, Sabzi & Dal",Vegetable Stir Fry,Boiled Eggs
Female,52,167,76,Ectomorph,Lean Bulk,2173,127,271,60,Idli & Sambar,Curd Rice,Vegetable Stir Fry,Peanut Chaat
Female,49,162,70,Ectomorph,Lean Bulk,1901,152,237,52,Idli & Sambar,Chicken Curry with Rice,Roti & Paneer Curry,Boiled Eggs
Female,26,178,96,Ectomorph,Lean Bulk,1984,162,248,55,Paneer Paratha,Chicken Curry with Rice,Khichdi,Peanut Chaat
Female,49,173,79,Endomorph,Lean Bulk,2476,130,309,68,Oats with Milk,"Rice, Dal & Veg Curry",Khichdi,Peanut Chaat
Male,52,180,61,Ectomorph,Maintenance,2581,127,322,71,Idli & Sambar,Chicken Curry with Rice,Fish Curry with Rice,Peanut Chaat
Male,20,162,79,Endomorph,Lean Bulk,2867,157,358,79,Oats with Milk,Curd Rice,Fish Curry with Rice,Boiled Eggs
Female,28,190,96,Ectomorph,Fat Loss,2925,183,365,81,Vegetable Upma,Curd Rice,Khichdi,Roasted Chana
Female,21,163,57,Ectomorph,Fat Loss,2689,102,336,74,Oats with Milk,Rajma Chawal,Vegetable Stir Fry,Fruit Bowl
Female,33,150,52,Endomorph,Fat Loss,2773,104,346,77,Oats with Milk,Rajma Chawal,Roti & Paneer Curry,Roasted Chana
Male,49,155,93,Endomorph,Maintenance,1922,152,240,53,Oats with Milk,"Roti, Sabzi & Dal",Roti & Paneer Curry,Roasted Chana
Female,32,170,85,Endomorph,Maintenance,2698,173,337,74,Idli & Sambar,Curd Rice,Khichdi,Roasted Chana
Female,20,181,95,Mesomorph,Fat Loss,2403,182,300,66,Paneer Paratha,Chicken Curry with Rice,Vegetable Stir Fry,Roasted Chana
Female,38,179,67,Endomorph,Fat Loss,2128,109,266,59,Oats with Milk,Curd Rice,Khichdi,Boiled Eggs
Female,47,150,99,Endomorph,Fat Loss,2576,201,322,71,Idli & Sambar,"Roti, Sabzi & Dal",Khichdi,Protein Shake
Male,38,154,92,Endomorph,Maintenance,2188,176,273,60,Paneer Paratha,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Protein Shake
Female,38,176,91,Mesomorph,Lean Bulk,1997,174,249,55,Idli & Sambar,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Roasted Chana
Male,30,156,81,Ectomorph,Lean Bulk,1865,157,233,51,Paneer Paratha,Curd Rice,Vegetable Stir Fry,Protein Shake
Female,21,173,64,Endomorph,Fat Loss,1945,102,243,54,Oats with Milk,Curd Rice,Roti & Paneer Curry,Peanut Chaat
Male,41,185,97,Mesomorph,Maintenance,1919,203,239,53,Vegetable Upma,"Roti, Sabzi & Dal",Roti & Paneer Curry,Fruit Bowl
Female,22,163,83,Ectomorph,Lean Bulk,2273,159,284,63,Oats with Milk,Chicken Curry with Rice,Vegetable Stir Fry,Roasted Chana
Male,53,185,76,Endomorph,Lean Bulk,2980,137,372,82,Paneer Paratha,Curd Rice,Roti & Paneer Curry,Roasted Chana
Male,53,175,82,Mesomorph,Fat Loss,2123,157,265,58,Poha,Curd Rice,Khichdi,Boiled Eggs
Female,41,176,98,Endomorph,Maintenance,2462,192,307,68,Poha,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Peanut Chaat
Female,41,178,78,Mesomorph,Lean Bulk,1870,170,233,51,Poha,"Rice, Dal & Veg Curry",Vegetable Stir Fry,Roasted Chana
Female,18,169,64,Ectomorph,Maintenance,1844,132,230,51,Vegetable Upma,"Roti, Sabzi & Dal",Vegetable Stir Fry,Protein Shake
Male,24,152,79,Mesomorph,Lean Bulk,2083,138,260,57,Poha,Chicken Curry with Rice,Grilled Chicken & Veggies,Boiled Eggs
Female,23,186,75,Endomorph,Lean Bulk,1958,152,244,54,Paneer Paratha,Chicken Curry with Rice,Fish Curry with Rice,Protein Shake
Male,37,152,96,Endomorph,Maintenance,1960,198,245,54,Vegetable Upma,Rajma Chawal,Fish Curry with Rice,Peanut Chaat
Male,32,188,50,Endomorph,Fat Loss,2583,81,322,71,Poha,"Rice, Dal & Veg Curry",Khichdi,Protein Shake
Male,38,182,94,Ectomorph,Lean Bulk,1903,188,237,52,Paneer Paratha,Curd Rice,Vegetable Stir Fry,Protein Shake
Male,32,177,68,Mesomorph,Lean Bulk,2070,122,258,57,Paneer Paratha,"Roti, Sabzi & Dal",Roti & Paneer Curry,Protein Shake
Female,34,155,75,Endomorph,Maintenance,2067,154,258,57,Paneer Paratha,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Peanut Chaat
Female,54,162,85,Endomorph,Fat Loss,2873,148,359,79,Idli & Sambar,Rajma Chawal,Fish Curry with Rice,Boiled Eggs
Male,25,176,77,Mesomorph,Maintenance,2190,138,273,60,Poha,"Rice, Dal & Veg Curry",Khichdi,Roasted Chana
Female,46,189,59,Mesomorph,Lean Bulk,2278,101,284,63,Vegetable Upma,Chicken Curry with Rice,Roti & Paneer Curry,Fruit Bowl
Male,33,189,59,Mesomorph,Lean Bulk,2503,118,312,69,Idli & Sambar,Rajma Chawal,Fish Curry with Rice,Peanut Chaat
Male,39,163,97,Endomorph,Lean Bulk,2217,187,277,61,Vegetable Upma,"Roti, Sabzi & Dal",Fish Curry with Rice,Protein Shake
Male,19,174,87,Endomorph,Fat Loss,1889,152,236,52,Idli & Sambar,Rajma Chawal,Grilled Chicken & Veggies,Protein Shake
Female,21,179,91,Ectomorph,Lean Bulk,2595,181,324,72,Vegetable Upma,"Rice, Dal & Veg Curry",Roti & Paneer Curry,Boiled Eggs
Female,32,174,82,Endomorph,Lean Bulk,2446,155,305,67,Poha,"Roti, Sabzi & Dal",Roti & Paneer Curry,Roasted Chana
Male,50,179,85,Endomorph,Lean Bulk,1881,148,235,52,Poha,Rajma Chawal,Khichdi,Peanut Chaat
Female,28,151,72,Endomorph,Maintenance,2527,142,315,70,Oats with Milk,"Roti, Sabzi & Dal",Khichdi,Fruit Bowl
Female,42,151,85,Mesomorph,Lean Bulk,2110,153,263,58,Paneer Paratha,Chicken Curry with Rice,Roti & Paneer Curry,Peanut Chaat
Male,44,165,86,Ectomorph,Maintenance,2439,184,304,67,Vegetable Upma,Curd Rice,Vegetable Stir Fry,Roasted Chana
Male,26,187,84,Endomorph,Lean Bulk,2082,149,260,57,Poha,Chicken Curry with Rice,Fish Curry with Rice,Roasted Chana
Male,38,154,85,Endomorph,Fat Loss,2042,145,255,56,Oats with Milk,"Rice, Dal & Veg Curry",Khichdi,Peanut Chaat
Female,37,178,97,Endomorph,Fat Loss,2360,164,295,65,Oats with Milk,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Roasted Chana
Male,35,188,86,Endomorph,Lean Bulk,2275,149,284,63,Idli & Sambar,Rajma Chawal,Roti & Paneer Curry,Peanut Chaat
Male,50,188,80,Endomorph,Fat Loss,2565,136,320,71,Paneer Paratha,Curd Rice,Fish Curry with Rice,Roasted Chana
Male,30,164,52,Mesomorph,Lean Bulk,2352,112,294,65,Oats with Milk,Chicken Curry with Rice,Grilled Chicken & Veggies,Fruit Bowl
Male,46,189,81,Endomorph,Maintenance,2737,172,342,76,Paneer Paratha,Curd Rice,Roti & Paneer Curry,Protein Shake
Female,38,175,89,Endomorph,Fat Loss,2898,170,362,80,Idli & Sambar,"Roti, Sabzi & Dal",Roti & Paneer Curry,Peanut Chaat
Female,20,165,83,Endomorph,Maintenance,1880,160,235,52,Poha,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Boiled Eggs
Female,43,169,99,Mesomorph,Maintenance,2140,183,267,59,Poha,"Rice, Dal & Veg Curry",Vegetable Stir Fry,Roasted Chana
Female,46,155,96,Endomorph,Lean Bulk,2168,198,271,60,Poha,Chicken Curry with Rice,Fish Curry with Rice,Peanut Chaat
Female,46,151,61,Mesomorph,Fat Loss,2213,129,276,61,Idli & Sambar,Rajma Chawal,Khichdi,Roasted Chana
Male,23,157,95,Mesomorph,Fat Loss,2543,156,317,70,Paneer Paratha,"Roti, Sabzi & Dal",Vegetable Stir Fry,Roasted Chana
Female,53,174,52,Ectomorph,Maintenance,2958,110,369,82,Oats with Milk,Chicken Curry with Rice,Grilled Chicken & Veggies,Roasted Chana
Male,44,169,69,Endomorph,Maintenance,2391,136,298,66,Idli & Sambar,Chicken Curry with Rice,Grilled Chicken & Veggies,Fruit Bowl
Female,18,179,81,Mesomorph,Fat Loss,1811,159,226,50,Paneer Paratha,Chicken Curry with Rice,Grilled Chicken & Veggies,Protein Shake
Female,47,176,78,Ectomorph,Fat Loss,1813,136,226,50,Poha,Rajma Chawal,Vegetable Stir Fry,Protein Shake
Male,21,161,59,Ectomorph,Fat Loss,2514,95,314,69,Idli & Sambar,"Roti, Sabzi & Dal",Vegetable Stir Fry,Boiled Eggs
Female,23,153,56,Mesomorph,Lean Bulk,2130,112,266,59,Poha,"Roti, Sabzi & Dal",Vegetable Stir Fry,Protein Shake
Male,47,187,73,Ectomorph,Lean Bulk,2412,130,301,67,Paneer Paratha,"Rice, Dal & Veg Curry",Fish Curry with Rice,Protein Shake
Male,36,180,58,Ectomorph,Fat Loss,2362,104,295,65,Paneer Paratha,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Roasted Chana
Male,24,186,96,Endomorph,Fat Loss,1979,181,247,54,Poha,Rajma Chawal,Fish Curry with Rice,Protein Shake
Female,34,183,86,Endomorph,Maintenance,2065,169,258,57,Paneer Paratha,"Roti, Sabzi & Dal",Fish Curry with Rice,Peanut Chaat
Male,32,168,62,Ectomorph,Lean Bulk,1849,116,231,51,Idli & Sambar,Chicken Curry with Rice,Vegetable Stir Fry,Peanut Chaat
Female,20,171,72,Endomorph,Fat Loss,2234,115,279,62,Oats with Milk,Rajma Chawal,Khichdi,Fruit Bowl
Female,37,182,85,Mesomorph,Lean Bulk,2033,170,254,56,Vegetable Upma,Curd Rice,Vegetable Stir Fry,Protein Shake
Male,29,162,71,Mesomorph,Fat Loss,2781,152,347,77,Idli & Sambar,Chicken Curry with Rice,Fish Curry with Rice,Roasted Chana
Female,52,171,79,Mesomorph,Fat Loss,1914,165,239,53,Vegetable Upma,"Roti, Sabzi & Dal",Khichdi,Protein Shake
Male,31,186,93,Mesomorph,Maintenance,1935,202,241,53,Vegetable Upma,"Rice, Dal & Veg Curry",Khichdi,Peanut Chaat
Male,54,188,74,Ectomorph,Fat Loss,2039,156,254,56,Vegetable Upma,Rajma Chawal,Roti & Paneer Curry,Boiled Eggs
Female,23,181,65,Mesomorph,Maintenance,2419,112,302,67,Vegetable Upma,Chicken Curry with Rice,Roti & Paneer Curry,Boiled Eggs
Male,30,155,78,Endomorph,Lean Bulk,2788,167,348,77,Oats with Milk,Chicken Curry with Rice,Khichdi,Peanut Chaat
Female,38,159,99,Ectomorph,Fat Loss,2071,170,258,57,Idli & Sambar,Curd Rice,Fish Curry with Rice,Protein Shake
Male,18,169,52,Endomorph,Fat Loss,1978,93,247,54,Idli & Sambar,"Rice, Dal & Veg Curry",Vegetable Stir Fry,Boiled Eggs
Male,54,169,90,Ectomorph,Maintenance,2210,154,276,61,Vegetable Upma,"Roti, Sabzi & Dal",Khichdi,Peanut Chaat
Male,35,159,60,Mesomorph,Lean Bulk,1831,130,228,50,Poha,"Roti, Sabzi & Dal",Roti & Paneer Curry,Roasted Chana
Female,53,170,67,Ectomorph,Fat Loss,2380,130,297,66,Oats with Milk,"Rice, Dal & Veg Curry",Khichdi,Protein Shake
Female,52,178,53,Ectomorph,Lean Bulk,2764,113,345,76,Idli & Sambar,"Rice, Dal & Veg Curry",Fish Curry with Rice,Fruit Bowl
Male,45,175,61,Endomorph,Fat Loss,2713,120,339,75,Vegetable Upma,Rajma Chawal,Grilled Chicken & Veggies,Protein Shake
Male,47,186,58,Ectomorph,Fat Loss,2759,96,344,76,Vegetable Upma,Curd Rice,Fish Curry with Rice,Roasted Chana
Male,27,189,66,Mesomorph,Maintenance,2175,133,271,60,Vegetable Upma,Rajma Chawal,Fish Curry with Rice,Peanut Chaat
Male,22,180,57,Mesomorph,Maintenance,2744,120,343,76,Vegetable Upma,Rajma Chawal,Vegetable Stir Fry,Protein Shake
Male,50,156,75,Endomorph,Lean Bulk,2467,145,308,68,Idli & Sambar,Rajma Chawal,Vegetable Stir Fry,Peanut Chaat
Female,55,176,65,Endomorph,Lean Bulk,2922,110,365,81,Paneer Paratha,Curd Rice,Roti & Paneer Curry,Boiled Eggs
Male,55,177,100,Mesomorph,Fat Loss,2500,192,312,69,Oats with Milk,Chicken Curry with Rice,Roti & Paneer Curry,Protein Shake
Female,25,187,88,Mesomorph,Maintenance,2936,145,367,81,Paneer Paratha,Chicken Curry with Rice,Khichdi,Peanut Chaat
Male,24,188,99,Mesomorph,Maintenance,2812,196,351,78,Idli & Sambar,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Roasted Chana
Male,27,159,78,Endomorph,Maintenance,2598,153,324,72,Paneer Paratha,Chicken Curry with Rice,Grilled Chicken & Veggies,Boiled Eggs
Female,54,169,77,Endomorph,Maintenance,1982,150,247,55,Poha,"Roti, Sabzi & Dal",Fish Curry with Rice,Roasted Chana
Female,21,173,85,Ectomorph,Lean Bulk,2946,177,368,81,Vegetable Upma,"Rice, Dal & Veg Curry",Khichdi,Fruit Bowl
Male,45,187,75,Endomorph,Maintenance,2583,138,322,71,Paneer Paratha,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Roasted Chana
Female,26,162,85,Mesomorph,Maintenance,2654,143,331,73,Oats with Milk,Chicken Curry with Rice,Roti & Paneer Curry,Fruit Bowl
Male,27,181,92,Mesomorph,Lean Bulk,1973,154,246,54,Paneer Paratha,Curd Rice,Vegetable Stir Fry,Peanut Chaat
Male,47,182,77,Endomorph,Maintenance,2587,139,323,71,Oats with Milk,Curd Rice,Vegetable Stir Fry,Fruit Bowl
Female,33,182,67,Mesomorph,Fat Loss,2980,121,372,82,Idli & Sambar,"Roti, Sabzi & Dal",Fish Curry with Rice,Boiled Eggs
Male,55,180,94,Ectomorph,Lean Bulk,2878,205,359,79,Vegetable Upma,Curd Rice,Vegetable Stir Fry,Fruit Bowl
Male,33,180,90,Endomorph,Fat Loss,1959,180,244,54,Poha,"Roti, Sabzi & Dal",Khichdi,Protein Shake
Male,39,184,99,Ectomorph,Maintenance,2729,188,341,75,Paneer Paratha,"Roti, Sabzi & Dal",Khichdi,Peanut Chaat
Female,36,168,60,Ectomorph,Fat Loss,2422,122,302,67,Poha,Rajma Chawal,Roti & Paneer Curry,Peanut Chaat
Male,54,153,92,Mesomorph,Fat Loss,1855,163,231,51,Idli & Sambar,Chicken Curry with Rice,Vegetable Stir Fry,Fruit Bowl
Female,34,158,89,Mesomorph,Maintenance,2326,143,290,64,Idli & Sambar,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Protein Shake
Male,46,173,61,Mesomorph,Fat Loss,2283,115,285,63,Poha,"Rice, Dal & Veg Curry",Khichdi,Fruit Bowl
Male,27,181,98,Mesomorph,Maintenance,2287,195,285,63,Oats with Milk,Chicken Curry with Rice,Vegetable Stir Fry,Boiled Eggs
Male,34,157,53,Ectomorph,Maintenance,2616,99,327,72,Paneer Paratha,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Peanut Chaat
Female,48,166,59,Endomorph,Maintenance,1824,104,228,50,Paneer Paratha,Curd Rice,Khichdi,Protein Shake
Male,24,184,90,Mesomorph,Maintenance,2358,162,294,65,Vegetable Upma,"Rice, Dal & Veg Curry",Khichdi,Protein Shake
Female,47,165,96,Endomorph,Fat Loss,2199,183,274,61,Oats with Milk,Rajma Chawal,Vegetable Stir Fry,Fruit Bowl
Male,22,150,76,Ectomorph,Fat Loss,2012,152,251,55,Vegetable Upma,Chicken Curry with Rice,Khichdi,Boiled Eggs
Male,20,151,89,Ectomorph,Lean Bulk,2244,193,280,62,Idli & Sambar,"Rice, Dal & Veg Curry",Roti & Paneer Curry,Protein Shake
Male,42,186,61,Ectomorph,Fat Loss,2177,106,272,60,Paneer Paratha,"Rice, Dal & Veg Curry",Fish Curry with Rice,Boiled Eggs
Female,38,166,60,Ectomorph,Maintenance,1927,109,240,53,Vegetable Upma,"Rice, Dal & Veg Curry",Khichdi,Boiled Eggs
Male,46,154,81,Ectomorph,Fat Loss,2604,138,325,72,Paneer Paratha,"Rice, Dal & Veg Curry",Grilled Chicken & Veggies,Protein Shake
Female,31,189,91,Ectomorph,Maintenance,2330,151,291,64,Idli & Sambar,"Rice, Dal & Veg Curry",Vegetable Stir Fry,Boiled Eggs
Female,19,181,59,Endomorph,Fat Loss,1801,127,225,50,Paneer Paratha,Rajma Chawal,Grilled Chicken & Veggies,Boiled Eggs
Female,54,150,82,Endomorph,Maintenance,2779,152,347,77,Idli & Sambar,"Roti, Sabzi & Dal",Grilled Chicken & Veggies,Fruit Bowl
Female,48,157,86,Endomorph,Maintenance,2482,172,310,68,Paneer Paratha,"Rice, Dal & Veg Curry",Roti & Paneer Curry,Boiled Eggs
Female,23,179,98,Mesomorph,Fat Loss,2215,167,276,61,Idli & Sambar,Curd Rice,Grilled Chicken & Veggies,Boiled Eggs
Female,24,190,94,Mesomorph,Maintenance,1973,200,246,54,Paneer Paratha,Chicken Curry with Rice,Grilled Chicken & Veggies,Fruit Bowl
Male,19,187,65,Mesomorph,Maintenance,1929,134,241,53,Vegetable Upma,Curd Rice,Vegetable Stir Fry,Peanut Chaat
Male,20,171,53,Mesomorph,Fat Loss,1887,97,235,52,Oats with Milk,"Roti, Sabzi & Dal",Fish Curry with Rice,Protein Shake
Male,55,164,54,Ectomorph,Fat Loss,2089,102,261,58,Idli & Sambar,Curd Rice,Vegetable Stir Fry,Fruit Bowl
Male,26,150,61,Endomorph,Lean Bulk,2429,127,303,67,Idli & Sambar,Curd Rice,Vegetable Stir Fry,Roasted Chana
Male,24,157,81,Endomorph,Fat Loss,2251,132,281,62,Oats with Milk,Curd Rice,Khichdi,Peanut Chaat
Female,25,186,84,Ectomorph,Maintenance,2236,172,279,62,Poha,Chicken Curry with Rice,Khichdi,Fruit Bowl
Male,35,159,98,Mesomorph,Lean Bulk,2557,189,319,71,Paneer Paratha,Chicken Curry with Rice,Vegetable Stir Fry,Fruit Bowl
Male,24,190,89,Mesomorph,Lean Bulk,1832,189,229,50,Idli & Sambar,"Rice, Dal & Veg Curry",Roti & Paneer Curry,Roasted Chana
Male,55,168,76,Endomorph,Maintenance,2059,131,257,57,Vegetable Upma,"Roti, Sabzi & Dal",Fish Curry with Rice,Peanut Chaat
Male,29,189,94,Ectomorph,Fat Loss,2168,190,271,60,Poha,"Rice, Dal & Veg Curry",Khichdi,Boiled Eggs
Female,18,185,65,Ectomorph,Lean Bulk,2885,142,360,80,Poha,Rajma Chawal,Vegetable Stir Fry,Protein Shake
Male,47,190,92,Ectomorph,Maintenance,1908,157,238,53,Oats with Milk,Curd Rice,Fish Curry with Rice,Roasted Chana
Male,20,153,91,Mesomorph,Maintenance,2229,169,278,61,Vegetable Upma,"Roti, Sabzi & Dal",Fish Curry with Rice,Fruit Bowl
